Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temperature Difference,Wear Torque Ratio,Machanical Stress,Thermal Stress
1,298.1,308.0,1626,36.5,83,0,9.899999999999977,0.9880952380952381,59349.0,91814.8
2,298.1,308.1,1390,49.8,85,0,10.0,0.9883720930232558,69222.0,91844.61000000002
1,298.2,308.2,1469,43.0,88,0,10.0,0.9887640449438202,63167.0,91905.23999999999
1,298.2,308.3,2051,19.2,90,0,10.100000000000023,0.989010989010989,39379.2,91935.06
1,298.2,308.3,1568,36.0,92,0,10.100000000000023,0.989247311827957,56448.0,91935.06
1,298.2,308.3,1589,33.2,94,0,10.100000000000023,0.9894736842105263,52754.8,91935.06
1,298.2,308.3,1805,31.6,96,0,10.100000000000023,0.9896907216494846,57038.0,91935.06
0,298.2,308.4,1385,42.2,98,0,10.199999999999989,0.98989898989899,58447.00000000001,91964.87999999999
1,298.1,308.4,1436,46.7,103,0,10.299999999999955,0.9903846153846154,67061.2,91934.04
1,298.1,308.4,1438,45.6,105,0,10.299999999999955,0.9905660377358491,65572.8,91934.04
1,298.0,308.3,1473,42.6,107,0,10.300000000000011,0.9907407407407407,62749.8,91873.40000000001
1,298.1,308.4,1335,40.2,109,0,10.299999999999955,0.990909090909091,53667.00000000001,91934.04
0,298.1,308.5,1392,44.8,111,0,10.399999999999977,0.9910714285714286,62361.6,91963.85
2,298.1,308.5,1372,51.1,116,0,10.399999999999977,0.9914529914529915,70109.2,91963.85
2,298.1,308.6,1716,30.7,119,0,10.5,0.9916666666666667,52681.2,91993.66000000002
1,298.0,308.5,1395,46.2,122,0,10.5,0.991869918699187,64449.00000000001,91933.0
1,298.0,308.5,1713,25.3,124,0,10.5,0.992,43338.9,91933.0
0,297.9,308.5,2129,18.7,126,0,10.600000000000023,0.9921259842519685,39812.299999999996,91902.15
2,297.8,308.3,1567,35.6,131,0,10.5,0.9924242424242424,55785.200000000004,91811.74
1,297.8,308.4,1622,38.3,134,0,10.599999999999966,0.9925925925925926,62122.6,91841.51999999999
1,297.7,308.4,1740,27.1,136,0,10.699999999999989,0.9927007299270073,47154.0,91810.68
0,297.8,308.4,1512,35.1,138,0,10.599999999999966,0.9928057553956835,53071.200000000004,91841.51999999999
2,297.8,308.4,1479,43.5,143,0,10.599999999999966,0.9930555555555556,64336.5,91841.51999999999
1,297.8,308.4,1737,27.5,146,0,10.599999999999966,0.9931972789115646,47767.5,91841.51999999999
1,297.8,308.4,2129,19.2,148,0,10.599999999999966,0.9932885906040269,40876.799999999996,91841.51999999999
1,297.8,308.4,1374,47.1,150,0,10.599999999999966,0.9933774834437086,64715.4,91841.51999999999
2,297.8,308.4,1579,36.6,152,0,10.599999999999966,0.9934640522875817,57791.4,91841.51999999999
1,297.9,308.5,1305,47.2,155,0,10.600000000000023,0.9935897435897436,61596.00000000001,91902.15
2,297.9,308.5,1449,40.8,157,0,10.600000000000023,0.9936708860759493,59119.2,91902.15
0,298.0,308.6,1526,41.8,160,0,10.600000000000023,0.9937888198757764,63786.799999999996,91962.8
2,298.0,308.6,1453,44.1,165,0,10.600000000000023,0.9939759036144579,64077.3,91962.8
1,297.9,308.6,1468,36.0,168,0,10.700000000000045,0.9940828402366864,52848.0,91931.94
1,298.0,308.6,1313,50.8,170,0,10.600000000000023,0.9941520467836257,66700.4,91962.8
2,297.9,308.5,1300,53.0,172,0,10.600000000000023,0.9942196531791907,68900.0,91902.15
1,297.9,308.4,1646,40.6,175,0,10.5,0.9943181818181818,66827.6,91872.35999999999
1,297.8,308.4,1714,33.2,177,0,10.599999999999966,0.9943820224719101,56904.8,91841.51999999999
1,297.8,308.4,1685,28.4,179,0,10.599999999999966,0.9944444444444445,47854.0,91841.51999999999
1,297.8,308.4,1512,39.9,181,0,10.599999999999966,0.9945054945054945,60328.799999999996,91841.51999999999
1,297.8,308.4,1612,32.1,183,0,10.599999999999966,0.9945652173913043,51745.200000000004,91841.51999999999
0,297.8,308.4,1550,38.2,185,0,10.599999999999966,0.9946236559139785,59210.00000000001,91841.51999999999
1,297.8,308.4,1518,32.5,190,0,10.599999999999966,0.9947643979057592,49335.0,91841.51999999999
1,297.8,308.5,1448,40.0,192,0,10.699999999999989,0.9948186528497409,57920.0,91871.3
1,297.8,308.5,1561,46.3,194,0,10.699999999999989,0.9948717948717949,72274.29999999999,91871.3
2,297.8,308.5,1488,41.9,196,0,10.699999999999989,0.9949238578680203,62347.2,91871.3
1,297.8,308.5,1699,27.8,199,0,10.699999999999989,0.995,47232.200000000004,91871.3
1,297.7,308.5,1501,41.4,201,0,10.800000000000011,0.995049504950495,62141.4,91840.45
1,297.7,308.5,1373,56.7,203,1,10.800000000000011,0.9950980392156863,77849.1,91840.45
0,297.6,308.4,1703,31.4,205,0,10.799999999999955,0.9951456310679612,53474.2,91779.84
0,297.7,308.5,1720,29.9,210,0,10.800000000000011,0.995260663507109,51428.0,91840.45
2,297.6,308.4,1398,41.9,215,0,10.799999999999955,0.9953703703703703,58576.2,91779.84
2,297.6,308.4,1391,51.9,218,0,10.799999999999955,0.9954337899543378,72192.9,91779.84
2,297.6,308.3,1538,40.2,0,0,10.699999999999989,0.0,61827.600000000006,91750.08000000002
1,297.5,308.2,1647,31.3,3,0,10.699999999999989,0.75,51551.1,91689.5
2,297.5,308.1,1469,44.8,5,0,10.600000000000023,0.8333333333333334,65811.2,91659.75
1,297.4,308.1,1749,25.9,8,0,10.700000000000045,0.8888888888888888,45299.1,91628.94
2,297.6,308.2,1995,20.5,10,0,10.599999999999966,0.9090909090909091,40897.5,91720.32
1,297.6,308.3,1742,27.7,13,0,10.699999999999989,0.9285714285714286,48253.4,91750.08000000002
1,297.5,308.2,1563,38.2,15,0,10.699999999999989,0.9375,59706.600000000006,91689.5
2,297.5,308.2,1713,32.2,17,0,10.699999999999989,0.9444444444444444,55158.600000000006,91689.5
1,297.4,308.1,1474,39.4,20,0,10.700000000000045,0.9523809523809523,58075.6,91628.94
2,297.4,308.2,1530,32.6,22,0,10.800000000000011,0.9565217391304348,49878.0,91658.68
1,297.4,308.2,1471,46.5,25,0,10.800000000000011,0.9615384615384616,68401.5,91658.68
1,297.5,308.3,1388,48.6,27,0,10.800000000000011,0.9642857142857143,67456.8,91719.25
2,297.5,308.2,2448,13.8,29,0,10.699999999999989,0.9666666666666667,33782.4,91689.5
1,297.5,308.3,1585,32.9,32,0,10.800000000000011,0.9696969696969697,52146.5,91719.25
2,297.5,308.3,1459,45.2,34,0,10.800000000000011,0.9714285714285714,65946.8,91719.25
1,297.5,308.3,1544,40.8,37,0,10.800000000000011,0.9736842105263158,62995.2,91719.25
1,297.6,308.3,1617,31.7,39,0,10.699999999999989,0.975,51258.9,91750.08000000002
1,297.6,308.3,1595,34.3,41,0,10.699999999999989,0.9761904761904762,54708.49999999999,91750.08000000002
0,297.6,308.3,1400,44.3,43,0,10.699999999999989,0.9772727272727273,62019.99999999999,91750.08000000002
2,297.6,308.4,1611,31.0,48,0,10.799999999999955,0.9795918367346939,49941.0,91779.84
2,297.6,308.4,1507,46.0,51,0,10.799999999999955,0.9807692307692307,69322.0,91779.84
0,297.5,308.3,1674,30.0,54,0,10.800000000000011,0.9818181818181818,50220.0,91719.25
1,297.6,308.3,1658,34.3,59,0,10.699999999999989,0.9833333333333333,56869.399999999994,91750.08000000002
1,297.6,308.3,1623,36.9,61,0,10.699999999999989,0.9838709677419355,59888.7,91750.08000000002
2,297.6,308.4,1398,48.9,63,0,10.799999999999955,0.984375,68362.2,91779.84
1,297.6,308.4,1517,34.2,66,0,10.799999999999955,0.9850746268656716,51881.4,91779.84
2,297.6,308.3,1467,36.7,68,0,10.699999999999989,0.9855072463768116,53838.9,91750.08000000002
2,297.6,308.3,1567,34.6,71,0,10.699999999999989,0.9861111111111112,54218.200000000004,91750.08000000002
2,297.5,308.3,1521,38.2,74,0,10.800000000000011,0.9866666666666667,58102.200000000004,91719.25
1,297.5,308.3,1596,36.8,77,0,10.800000000000011,0.9871794871794872,58732.799999999996,91719.25
0,297.6,308.3,1640,30.9,79,0,10.699999999999989,0.9875,50676.0,91750.08000000002
1,297.6,308.3,1438,47.8,84,0,10.699999999999989,0.9882352941176471,68736.4,91750.08000000002
1,297.6,308.4,1407,55.2,86,0,10.799999999999955,0.9885057471264368,77666.40000000001,91779.84
1,297.6,308.4,1353,57.5,88,0,10.799999999999955,0.9887640449438202,77797.5,91779.84
2,297.6,308.5,1552,40.9,90,0,10.899999999999977,0.989010989010989,63476.799999999996,91809.6
2,297.6,308.4,1569,38.3,93,0,10.799999999999955,0.9893617021276596,60092.7,91779.84
1,297.5,308.4,1489,39.5,96,0,10.899999999999977,0.9896907216494846,58815.5,91749.0
0,297.5,308.4,1587,36.1,98,0,10.899999999999977,0.98989898989899,57290.700000000004,91749.0
2,297.5,308.3,1622,37.2,103,0,10.800000000000011,0.9903846153846154,60338.4,91719.25
1,297.5,308.4,1604,38.1,106,0,10.899999999999977,0.9906542056074766,61112.4,91749.0
2,297.4,308.3,1405,51.7,108,0,10.900000000000034,0.9908256880733946,72638.5,91688.42
1,297.4,308.3,1412,42.0,111,0,10.900000000000034,0.9910714285714286,59304.0,91688.42
1,297.4,308.3,1431,43.0,113,0,10.900000000000034,0.9912280701754386,61533.0,91688.42
1,297.4,308.2,1533,37.4,115,0,10.800000000000011,0.9913793103448276,57334.2,91658.68
2,297.4,308.2,1401,51.9,117,0,10.800000000000011,0.9915254237288136,72711.9,91658.68
2,297.4,308.2,1424,53.9,120,0,10.800000000000011,0.9917355371900827,76753.59999999999,91658.68
1,297.3,308.2,1754,29.4,123,0,10.899999999999977,0.9919354838709677,51567.6,91627.86
1,297.3,308.2,1754,26.8,125,0,10.899999999999977,0.9920634920634921,47007.200000000004,91627.86
1,297.5,308.3,2564,12.8,127,1,10.800000000000011,0.9921875,32819.200000000004,91719.25
1,297.5,308.5,1546,40.4,129,0,11.0,0.9923076923076923,62458.399999999994,91778.75
1,297.5,308.5,1335,48.0,131,0,11.0,0.9924242424242424,64080.0,91778.75
2,297.5,308.6,1842,27.0,133,0,11.100000000000023,0.9925373134328358,49734.0,91808.5
1,297.5,308.5,1712,26.8,136,0,11.0,0.9927007299270073,45881.6,91778.75
2,297.6,308.6,1414,45.4,138,0,11.0,0.9928057553956835,64195.6,91839.36000000002
1,297.6,308.7,1319,50.9,141,0,11.099999999999966,0.9929577464788732,67137.09999999999,91869.12000000001
1,297.7,308.7,1249,60.4,143,0,11.0,0.9930555555555556,75439.59999999999,91899.98999999999
1,297.6,308.7,1455,48.2,145,0,11.099999999999966,0.9931506849315068,70131.0,91869.12000000001
2,297.6,308.7,1408,54.8,147,0,11.099999999999966,0.9932432432432432,77158.4,91869.12000000001
1,297.6,308.7,1460,46.7,150,0,11.099999999999966,0.9933774834437086,68182.0,91869.12000000001
1,297.6,308.6,1491,38.1,152,0,11.0,0.9934640522875817,56807.1,91839.36000000002
2,297.6,308.5,1490,43.4,154,0,10.899999999999977,0.9935483870967742,64666.0,91809.6
2,297.5,308.4,1350,52.2,157,0,10.899999999999977,0.9936708860759493,70470.0,91749.0
1,297.5,308.4,1528,39.9,160,0,10.899999999999977,0.9937888198757764,60967.2,91749.0
1,297.4,308.3,1571,37.7,162,0,10.900000000000034,0.9938650306748467,59226.700000000004,91688.42
1,297.4,308.3,1490,42.6,164,0,10.900000000000034,0.9939393939393939,63474.0,91688.42
2,297.4,308.3,1774,28.9,166,0,10.900000000000034,0.9940119760479041,51268.6,91688.42
0,297.4,308.3,1502,43.6,169,0,10.900000000000034,0.9941176470588236,65487.200000000004,91688.42
1,297.4,308.4,1392,49.7,174,0,11.0,0.9942857142857143,69182.40000000001,91718.15999999999
1,297.4,308.5,2100,16.9,176,0,11.100000000000023,0.9943502824858758,35490.0,91747.9
1,297.5,308.5,1722,30.4,178,0,11.0,0.994413407821229,52348.799999999996,91778.75
1,297.4,308.6,1678,32.3,180,0,11.200000000000045,0.994475138121547,54199.399999999994,91777.64
1,297.3,308.6,1273,59.8,182,0,11.300000000000011,0.994535519125683,76125.4,91746.78000000001
1,297.3,308.6,1297,45.9,184,0,11.300000000000011,0.9945945945945946,59532.299999999996,91746.78000000001
1,297.3,308.5,1350,57.6,186,0,11.199999999999989,0.9946524064171123,77760.0,91717.05
1,297.4,308.6,1439,51.9,188,0,11.200000000000045,0.9947089947089947,74684.09999999999,91777.64
2,297.4,308.5,1600,42.1,190,0,11.100000000000023,0.9947643979057592,67360.0,91747.9
2,297.4,308.6,1434,44.4,193,0,11.200000000000045,0.9948453608247423,63669.6,91777.64
1,297.4,308.6,1459,41.3,196,0,11.200000000000045,0.9949238578680203,60256.7,91777.64
2,297.5,308.6,1472,44.9,198,0,11.100000000000023,0.9949748743718593,66092.8,91808.5
1,297.5,308.7,1429,44.3,201,0,11.199999999999989,0.995049504950495,63304.7,91838.25
1,297.5,308.6,1388,48.2,203,0,11.100000000000023,0.9950980392156863,66901.6,91808.5
1,297.4,308.4,1573,34.5,205,0,11.0,0.9951456310679612,54268.5,91718.15999999999
1,297.4,308.4,1588,32.5,207,0,11.0,0.9951923076923077,51610.0,91718.15999999999
1,297.5,308.4,1511,42.8,209,0,10.899999999999977,0.9952380952380953,64670.799999999996,91749.0
1,297.4,308.5,1495,37.8,211,0,11.100000000000023,0.9952830188679245,56510.99999999999,91747.9
1,297.4,308.4,1394,50.1,213,0,11.0,0.9953271028037384,69839.40000000001,91718.15999999999
1,297.4,308.4,2151,17.7,0,0,11.0,0.0,38072.7,91718.15999999999
2,297.3,308.3,1501,38.2,2,0,11.0,0.6666666666666666,57338.200000000004,91657.59000000001
2,297.3,308.3,1301,39.6,5,0,11.0,0.8333333333333334,51519.6,91657.59000000001
2,297.3,308.3,1657,31.1,8,0,11.0,0.8888888888888888,51532.700000000004,91657.59000000001
1,297.3,308.3,1333,55.2,11,0,11.0,0.9166666666666666,73581.6,91657.59000000001
1,297.3,308.3,1484,43.9,13,0,11.0,0.9285714285714286,65147.6,91657.59000000001
1,297.3,308.4,1430,45.7,15,0,11.099999999999966,0.9375,65351.00000000001,91687.31999999999
2,297.3,308.4,1665,28.9,17,0,11.099999999999966,0.9444444444444444,48118.5,91687.31999999999
1,297.4,308.5,1501,44.9,20,0,11.100000000000023,0.9523809523809523,67394.9,91747.9
2,297.5,308.5,1496,42.2,22,0,11.0,0.9565217391304348,63131.200000000004,91778.75
2,297.6,308.6,1595,36.9,25,0,11.0,0.9615384615384616,58855.5,91839.36000000002
1,297.5,308.6,1208,62.3,28,0,11.100000000000023,0.9655172413793104,75258.4,91808.5
1,297.5,308.6,1596,37.1,30,0,11.100000000000023,0.967741935483871,59211.600000000006,91808.5
1,297.5,308.5,1446,41.9,32,0,11.0,0.9696969696969697,60587.4,91778.75
2,297.6,308.5,1466,39.7,34,0,10.899999999999977,0.9714285714285714,58200.200000000004,91809.6
2,297.6,308.5,1848,23.7,37,0,10.899999999999977,0.9736842105263158,43797.6,91809.6
2,297.5,308.5,1484,44.7,40,0,11.0,0.975609756097561,66334.8,91778.75
1,297.4,308.3,1493,41.2,43,0,10.900000000000034,0.9772727272727273,61511.600000000006,91688.42
1,297.3,308.3,1504,36.3,45,0,11.0,0.9782608695652174,54595.2,91657.59000000001
1,297.3,308.3,1538,38.5,47,0,11.0,0.9791666666666666,59213.0,91657.59000000001
1,297.4,308.4,1341,52.2,49,0,11.0,0.98,70000.2,91718.15999999999
2,297.4,308.3,1535,34.6,51,0,10.900000000000034,0.9807692307692307,53111.0,91688.42
1,297.4,308.5,1389,39.2,54,0,11.100000000000023,0.9818181818181818,54448.8,91747.9
0,297.5,308.5,1393,46.6,56,0,11.0,0.9824561403508771,64913.8,91778.75
1,297.4,308.5,1399,61.5,61,1,11.100000000000023,0.9838709677419355,86038.5,91747.9
0,297.4,308.5,1469,45.1,63,0,11.100000000000023,0.984375,66251.90000000001,91747.9
1,297.4,308.4,1582,37.2,68,0,11.0,0.9855072463768116,58850.4,91718.15999999999
1,297.5,308.6,1793,26.7,70,0,11.100000000000023,0.9859154929577465,47873.1,91808.5
1,297.5,308.6,1452,39.0,72,0,11.100000000000023,0.9863013698630136,56628.0,91808.5
2,297.6,308.7,1376,59.9,74,0,11.099999999999966,0.9866666666666667,82422.4,91869.12000000001
1,297.5,308.6,1552,44.9,77,0,11.100000000000023,0.9871794871794872,69684.8,91808.5
1,297.6,308.7,1622,37.9,79,0,11.099999999999966,0.9875,61473.799999999996,91869.12000000001
2,297.6,308.7,1419,41.7,81,0,11.099999999999966,0.9878048780487805,59172.3,91869.12000000001
0,297.5,308.6,1440,46.1,84,0,11.100000000000023,0.9882352941176471,66384.0,91808.5
2,297.4,308.6,1643,31.0,89,0,11.200000000000045,0.9888888888888889,50933.0,91777.64
1,297.4,308.7,1510,36.2,92,0,11.300000000000011,0.989247311827957,54662.00000000001,91807.37999999999
1,297.4,308.7,1468,46.6,94,0,11.300000000000011,0.9894736842105263,68408.8,91807.37999999999
1,297.4,308.7,1429,57.4,96,0,11.300000000000011,0.9896907216494846,82024.59999999999,91807.37999999999
0,297.3,308.7,1478,47.6,98,0,11.399999999999977,0.98989898989899,70352.8,91776.51
1,297.4,308.6,1276,53.6,103,0,11.200000000000045,0.9903846153846154,68393.6,91777.64
1,297.3,308.6,1486,42.6,105,0,11.300000000000011,0.9905660377358491,63303.6,91746.78000000001
1,297.4,308.6,1476,42.3,107,0,11.200000000000045,0.9907407407407407,62434.799999999996,91777.64
0,297.3,308.6,1431,42.0,109,0,11.300000000000011,0.990909090909091,60102.0,91746.78000000001
1,297.4,308.7,1402,40.2,114,0,11.300000000000011,0.991304347826087,56360.4,91807.37999999999
1,297.4,308.7,1433,43.4,116,0,11.300000000000011,0.9914529914529915,62192.2,91807.37999999999
1,297.4,308.7,2874,4.2,118,1,11.300000000000011,0.9915966386554622,12070.800000000001,91807.37999999999
1,297.3,308.6,1511,35.7,120,0,11.300000000000011,0.9917355371900827,53942.700000000004,91746.78000000001
2,297.3,308.6,1456,42.9,122,0,11.300000000000011,0.991869918699187,62462.4,91746.78000000001
1,297.2,308.5,1550,41.5,125,0,11.300000000000011,0.9920634920634921,64325.0,91686.2
1,297.2,308.5,2182,16.5,127,0,11.300000000000011,0.9921875,36003.0,91686.2
1,297.3,308.7,1619,31.6,129,0,11.399999999999977,0.9923076923076923,51160.4,91776.51
2,297.3,308.8,1586,32.7,131,0,11.5,0.9924242424242424,51862.200000000004,91806.24
0,297.3,308.8,1499,44.2,134,0,11.5,0.9925925925925926,66255.8,91806.24
0,297.3,308.8,1419,42.4,139,0,11.5,0.9928571428571429,60165.6,91806.24
2,297.4,309.0,1497,41.8,144,0,11.600000000000023,0.993103448275862,62574.6,91896.59999999999
2,297.4,309.0,1520,37.0,147,0,11.600000000000023,0.9932432432432432,56240.0,91896.59999999999
1,297.4,309.1,1478,49.8,150,0,11.700000000000045,0.9933774834437086,73604.4,91926.34
1,297.4,309.1,1380,41.1,152,0,11.700000000000045,0.9934640522875817,56718.0,91926.34
1,297.4,309.0,1570,37.9,154,0,11.600000000000023,0.9935483870967742,59503.0,91896.59999999999
0,297.4,309.0,1468,41.4,156,0,11.600000000000023,0.9936305732484076,60775.2,91896.59999999999
1,297.4,309.0,1833,22.6,161,0,11.600000000000023,0.9938271604938271,41425.8,91896.59999999999
2,297.4,308.9,1323,57.3,163,0,11.5,0.9939024390243902,75807.9,91866.85999999999
1,297.4,309.0,1583,32.0,166,0,11.600000000000023,0.9940119760479041,50656.0,91896.59999999999
2,297.3,309.0,1556,39.5,168,0,11.699999999999989,0.9940828402366864,61462.0,91865.7
1,297.3,309.0,1548,37.4,171,0,11.699999999999989,0.9941860465116279,57895.2,91865.7
1,297.4,309.0,1324,56.9,173,0,11.600000000000023,0.9942528735632183,75335.59999999999,91896.59999999999
1,297.4,309.0,1568,33.7,175,0,11.600000000000023,0.9943181818181818,52841.600000000006,91896.59999999999
2,297.4,309.0,1685,30.7,177,0,11.600000000000023,0.9943820224719101,51729.5,91896.59999999999
2,297.4,309.1,1582,35.9,180,0,11.700000000000045,0.994475138121547,56793.799999999996,91926.34
2,297.4,309.1,1463,35.0,183,0,11.700000000000045,0.9945652173913043,51205.0,91926.34
1,297.4,309.2,1584,42.8,186,0,11.800000000000011,0.9946524064171123,67795.2,91956.07999999999
2,297.5,309.2,1347,55.8,188,0,11.699999999999989,0.9947089947089947,75162.59999999999,91987.0
1,297.4,309.2,1459,37.9,191,0,11.800000000000011,0.9947916666666666,55296.1,91956.07999999999
1,297.4,309.2,1420,45.6,193,0,11.800000000000011,0.9948453608247423,64752.0,91956.07999999999
1,297.5,309.3,1404,43.5,195,0,11.800000000000011,0.9948979591836735,61074.0,92016.75
1,297.5,309.3,1470,38.8,197,0,11.800000000000011,0.9949494949494949,57035.99999999999,92016.75
1,297.6,309.4,1326,49.8,199,0,11.799999999999955,0.995,66034.8,92077.44
0,297.5,309.3,1459,49.7,201,0,11.800000000000011,0.995049504950495,72512.3,92016.75
2,297.5,309.2,1530,40.0,206,0,11.699999999999989,0.9951690821256038,61200.0,91987.0
1,297.4,309.0,1505,39.2,209,0,11.600000000000023,0.9952380952380953,58996.00000000001,91896.59999999999
1,297.5,309.1,1611,30.2,211,0,11.600000000000023,0.9952830188679245,48652.2,91957.25
1,297.5,309.1,1515,35.1,213,0,11.600000000000023,0.9953271028037384,53176.5,91957.25
2,297.5,309.2,1804,27.4,215,0,11.699999999999989,0.9953703703703703,49429.6,91987.0
2,297.6,309.3,1464,46.2,218,0,11.699999999999989,0.9954337899543378,67636.8,92047.68000000001
1,297.6,309.2,1390,43.3,221,0,11.599999999999966,0.9954954954954955,60186.99999999999,92017.92
2,297.6,309.2,1442,48.1,0,0,11.599999999999966,0.0,69360.2,92017.92
2,297.6,309.3,1529,41.9,3,0,11.699999999999989,0.75,64065.1,92047.68000000001
1,297.6,309.3,1610,35.0,6,0,11.699999999999989,0.8571428571428571,56350.0,92047.68000000001
1,297.6,309.3,1543,34.3,8,0,11.699999999999989,0.8888888888888888,52924.899999999994,92047.68000000001
0,297.8,309.4,1445,48.2,10,0,11.599999999999966,0.9090909090909091,69649.0,92139.31999999999
1,297.7,309.3,1893,24.6,15,0,11.600000000000023,0.9375,46567.8,92078.61
2,297.6,309.3,1415,41.3,17,0,11.699999999999989,0.9444444444444444,58439.49999999999,92047.68000000001
1,297.5,309.3,1564,37.5,20,0,11.800000000000011,0.9523809523809523,58650.0,92016.75
1,297.5,309.3,1479,39.4,22,0,11.800000000000011,0.9565217391304348,58272.6,92016.75
